INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('XR's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('d'Allos', 'N', 'I-LOC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('pagina's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Fatima's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Da's', 'V', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('d'r', 'Adv', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Da's', 'V', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('1960's', 'N', 'I-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('90's', 'N', 'I-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('l'Architecture', 'Misc', 'I-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('O'Seery', 'N', 'I-PER')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('z'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('patio's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('hacienda's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('z'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('O'Seery', 'N', 'I-PER')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('patio's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('z'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('fiesta's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('z'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('z'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('d'Or', 'N', 'I-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('homo's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('homo's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('homo's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('homo's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Patrick's', 'N', 'I-LOC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('homo's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Ali's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('D'Hondt', 'N', 'I-PER')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('collega's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('OCMW's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('opiniepagina's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('diploma's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('pagina's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zoo'n', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Mao's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Preud'homme', 'N', 'I-PER')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('het-volk-kent-er-niets-van'-mentaliteit', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Gehry's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Gehry's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('rock-'n-roll-museum', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Gehry's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('rock-'n-roll', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('rock-'n-roll', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Gehry's', 'N', 'I-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('rock-'n-roll-museum', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('rock-'n-roll', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('L'Union', 'N', 'B-ORG')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('firma's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Michelangelo's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Vasari's', 'N', 'I-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Sotheby's-leerstoel', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('regio's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Parmigianino's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Pontormo's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Sotheby's', 'N', 'B-ORG')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('hobby's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('don't', 'Misc', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('paraplu's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Valentino's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Harper's', 'N', 'B-ORG')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Women's', 'N', 'B-ORG')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('drama's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Valentino's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Women's', 'N', 'B-ORG')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Valentino's', 'N', 'B-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('stiletto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('reisprogramma's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('stiletto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Women's', 'N', 'B-ORG')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('Big's', 'N', 'I-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('happy'-mentaliteit', 'Misc', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('fruitaroma's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('foto's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('begonia's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('l'ombra', 'N', 'I-MISC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('z'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('paprika's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('subregio's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('zo'n', 'Pron', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('extra's', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('d'âne', 'N', 'O')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('d'Orléans', 'N', 'I-LOC')
INSERT INTO ner_annotated_corpus_conll2002_ned_2 (word, pos_tag, named_entity) VALUES ('d'hôte', 'N', 'O')
